card,tcg,ck_price,mp_price,ck_pct,mp_pct,units,origin,band
Ominous Seas,1.17,2.99,1.14,155.55555555555557,-2.5641025641025665,889.0,live,$1-2
Spirit Mantle,0.36,0.79,0.15,119.44444444444446,-58.333333333333336,1389.0,live,$0-1
"Niv-Mizzet, Parun",4.64,5.99,4.63,29.09482758620691,-0.2155172413793057,846.0,live,$2-5
Sol Ring,1.8,2.79,1.4,54.99999999999999,-22.22222222222223,1390.0,live,$1-2
Fabled Passage,1.5,1.49,0.92,-0.6666666666666672,-38.66666666666666,945.0,live,$1-2
Academy Manufactor,6.78,9.49,6.59,39.97050147492625,-2.802359882005905,770.0,live,$5-10
Scalding Tarn,38.39,42.99,39.66,11.982287053920295,3.3081531648866798,843.0,live,$20-50
Quirion Ranger,1.37,2.29,1.14,67.15328467153283,-16.788321167883225,1154.0,live,$1-2
Changeling Wayfinder,0.25,0.35,0.15,39.99999999999999,-40.0,1371.0,live,$0-1
With Great Power . . .,1.23,1.49,0.15,21.138211382113823,-87.8048780487805,932.0,live,$1-2
Goldlust Triad,5.71,7.99,5.19,39.92994746059545,-9.106830122591935,819.0,live,$5-10
"Bugenhagen, Wise Elder",0.44,1.29,0.4,193.18181818181824,-9.090909090909086,1406.0,live,$0-1
"Arana, Heart of the Spider",0.77,1.29,0.39,67.53246753246754,-49.35064935064935,837.0,live,$0-1
Thassa's Oracle,23.72,27.99,19.79,18.001686340640806,-16.568296795952783,734.0,live,$20-50
"Aurelia, the Law Above",1.44,2.29,1.45,59.02777777777779,0.6944444444444451,820.0,live,$1-2
Horn of Greed (Borderless),8.32,9.49,7.81,14.0625,-6.1298076923077005,778.0,live,$5-10
Archfiend of Depravity,0.4,0.99,0.15,147.5,-62.5,918.0,live,$0-1
Winter Moon,0.41,0.99,0.15,141.46341463414635,-63.41463414634146,1032.0,live,$0-1
Extinguisher Battleship,0.48,1.29,0.2,168.75000000000003,-58.33333333333333,873.0,live,$0-1
Moogles' Valor,0.65,0.69,0.23,6.153846153846142,-64.61538461538461,814.0,live,$0-1
"Shang-Chi, Master of Kung Fu (Borderless) (0370)",14.63,18.99,14.68,29.801777170198207,0.3417634996582292,753.0,live,$10-20
Emrakul's Messenger,0.35,0.69,0.15,97.14285714285714,-57.14285714285714,927.0,live,$0-1
Lessons from Life,0.32,0.35,0.15,9.374999999999991,-53.125,1128.0,live,$0-1
Patriarch's Bidding,3.87,4.99,2.08,28.9405684754522,-46.253229974160206,770.0,live,$2-5
White Lotus Tile,4.75,6.99,3.01,47.15789473684211,-36.631578947368425,781.0,live,$2-5
Primal Vigor,10.99,10.99,10.32,0.0,-6.096451319381255,748.0,live,$10-20
Phyrexian Tower,27.8,39.99,25.47,43.84892086330935,-8.381294964028783,788.0,live,$20-50
Secluded Courtyard,0.38,0.39,0.15,2.6315789473684235,-60.526315789473685,1149.0,live,$0-1
Freed from the Real,8.2,11.99,6.7700000000000005,46.219512195121965,-17.43902439024389,766.0,live,$5-10
Swords to Plowshares,1.39,2.49,1.4,79.13669064748204,0.7194244604316554,1164.0,live,$1-2
Cyberdrive Awakener (Borderless),4.16,4.99,3.81,19.95192307692308,-8.41346153846154,755.0,live,$2-5
Namor the Sub-Mariner (Borderless) (0362),14.35,16.99,14.41,18.397212543554,0.4181184668989581,772.0,live,$10-20
Sheoldred's Edict,1.29,1.79,0.78,38.75968992248062,-39.53488372093023,912.0,live,$1-2
Sterling Grove,3.48,5.49,3.28,57.75862068965518,-5.747126436781615,787.0,live,$2-5
Buried Ruin,0.38,0.99,0.37,160.52631578947367,-2.6315789473684235,1304.0,live,$0-1
Thornspire Verge,5.5,7.49,4.87,36.18181818181819,-11.454545454545451,835.0,live,$5-10
Claim Jumper,0.35,0.49,0.15,40.00000000000001,-57.14285714285714,1114.0,live,$0-1
"Miirym, Sentinel Wyrm",6.35,4.99,6.19,-21.41732283464566,-2.519685039370067,797.0,live,$5-10
Summon: Leviathan,1.4,2.29,0.54,63.57142857142859,-61.42857142857142,808.0,live,$1-2
Squirrel Sanctuary,0.36,0.79,0.15,119.44444444444446,-58.333333333333336,845.0,live,$0-1
Auroral Procession,0.48,1.49,0.15,210.41666666666669,-68.74999999999999,1170.0,live,$0-1
Dragonskull Summit,0.61,0.79,0.26,29.508196721311485,-57.377049180327866,997.0,live,$0-1
Ocelot Pride,41.39,54.99,40.79,32.85817830393815,-1.4496255134090394,900.0,live,$20-50
Peregrin Took (Showcase),0.4,1.29,0.17,222.5,-57.49999999999999,900.0,live,$0-1
Shivan Reef,0.4,0.99,0.28,147.5,-30.0,1013.0,live,$0-1
Kalonian Hydra,5.66,7.49,5.14,32.332155477031804,-9.187279151943471,803.0,live,$5-10
Archaeomancer's Map,1.06,1.99,0.96,87.73584905660377,-9.433962264150953,925.0,live,$1-2
Deduce,0.17,0.35,0.15,105.88235294117644,-11.764705882352953,988.0,live,$0-1
Whispersilk Cloak,4.09,3.99,1.5,-2.444987775061116,-63.32518337408312,850.0,live,$2-5
Summon: Fenrir,0.65,0.59,0.15,-9.23076923076924,-76.92307692307692,975.0,live,$0-1
"Liliana, Dreadhorde General",7.19,10.99,6.92,52.85118219749651,-3.755215577190549,742.0,live,$5-10
Pest Infestation,0.52,0.79,0.46,51.92307692307693,-11.538461538461538,959.0,live,$0-1
Dina's Guidance (Extended Art),1.55,1.29,0.78,-16.7741935483871,-49.67741935483871,827.0,live,$1-2
Curious Forager,0.36,0.59,0.15,63.888888888888886,-58.333333333333336,920.0,live,$0-1
Diary of Dreams,0.28,0.35,0.15,24.999999999999982,-46.42857142857144,1110.0,live,$0-1
Mishra's Bauble,2.36,2.99,0.72,26.694915254237305,-69.49152542372882,1102.0,live,$2-5
Ringsight,0.41,0.99,0.19,141.46341463414635,-53.65853658536584,832.0,live,$0-1
Lava Dart,0.98,1.99,0.56,103.0612244897959,-42.85714285714285,2115.0,live,$0-1
Ghostly Prison,5.69,5.99,4.16,5.272407732864672,-26.889279437609844,837.0,live,$5-10
"Kilo, Apogee Mind (Borderless)",1.81,2.49,0.3,37.56906077348067,-83.42541436464089,1196.0,live,$1-2
The Emperor of Palamecia,0.3,0.35,0.15,16.666666666666664,-50.0,873.0,live,$0-1
Nulldrifter,1.2,2.29,0.39,90.83333333333334,-67.5,928.0,live,$1-2
Red Elemental Blast,3.51,5.49,3.25,56.41025641025642,-7.407407407407401,1280.0,live,$2-5
Talisman of Conviction,0.38,0.59,0.2,55.26315789473684,-47.368421052631575,1103.0,live,$0-1
Skirk Prospector,0.29,0.69,0.15,137.9310344827586,-48.27586206896552,1259.0,live,$0-1
Lush Portico,5.11,7.99,4.67,56.360078277886494,-8.61056751467711,833.0,live,$5-10
"Etali, Primal Storm",0.47,0.79,0.37,68.08510638297875,-21.276595744680847,879.0,live,$0-1
Carrion Feeder,3.8,4.99,3.66,31.315789473684223,-3.684210526315781,810.0,live,$2-5
Mountain (0303),0.25,0.59,0.15,136.0,-40.0,2602.0,live,$0-1
Dour Port-Mage,2.44,4.49,1.96,84.01639344262296,-19.672131147540984,770.0,live,$2-5
The Endstone,2.02,3.49,1.82,72.77227722772278,-9.9009900990099,873.0,live,$2-5
Return to the Ranks,0.35,0.49,0.15,40.00000000000001,-57.14285714285714,794.0,live,$0-1
Crop Rotation,3.69,3.99,3.08,8.130081300813014,-16.531165311653112,888.0,live,$2-5
Day of Black Sun,0.8,1.29,0.15,61.24999999999999,-81.25,924.0,live,$0-1
Elvish Spirit Guide,3.02,2.99,2.33,-0.993377483443702,-22.84768211920529,869.0,live,$2-5
Twenty-Toed Toad,6.11,6.99,2.91,14.402618657937804,-52.373158756137485,935.0,live,$5-10
Avenger of Zendikar,0.42,1.29,0.41,207.1428571428572,-2.380952380952383,1191.0,live,$0-1
"The Mighty Thor, Jane Foster (Extended Art)",1.6,2.29,1.19,43.125,-25.625000000000007,794.0,live,$1-2
Madame Hydra (Borderless),0.29,0.35,0.15,20.689655172413797,-48.27586206896552,889.0,live,$0-1
Shipwreck Marsh,6.57,10.99,6.640000000000001,67.27549467275495,1.0654490106544945,761.0,live,$5-10
Planar Engineering (Extended Art),2.75,1.49,1.11,-45.81818181818182,-59.63636363636363,803.0,live,$2-5
"Splinter, Radical Rat",0.92,0.49,0.15,-46.73913043478261,-83.69565217391303,818.0,live,$0-1
"Aang, at the Crossroads",0.8,0.79,0.2,-1.250000000000001,-75.00000000000001,828.0,live,$0-1
Chaos Warp (Borderless),5.3,5.49,5.05,3.584905660377366,-4.716981132075472,760.0,live,$5-10
Whispersilk Cloak,3.63,2.99,2.33,-17.63085399449035,-35.81267217630854,897.0,live,$2-5
Nature's Lore,3.22,3.99,2.58,23.913043478260867,-19.87577639751553,754.0,live,$2-5
Galazeth Prismari,0.37,0.99,0.15,167.56756756756758,-59.45945945945946,1192.0,live,$0-1
Origin of the Avengers (Borderless),0.53,0.49,0.15,-7.547169811320761,-71.69811320754717,863.0,live,$0-1
Kazuul's Fury,0.57,1.79,0.5700000000000001,214.0350877192983,1.947759692324836e-14,973.0,live,$0-1
Miles Morales,5.15,4.99,3.42,-3.106796116504857,-33.59223300970874,782.0,live,$5-10
"Thanos, the Mad Titan (Borderless) (0376)",11.96,9.99,9.02,-16.47157190635452,-24.581939799331117,718.0,live,$10-20
Ugin's Labyrinth,13.4,20.99,11.64,56.6417910447761,-13.134328358208952,1038.0,live,$10-20
Lightning Greaves,4.96,6.49,4.07,30.84677419354839,-17.943548387096765,772.0,live,$2-5
"Mjolnir, Storm Hammer",2.43,3.99,2.08,64.19753086419753,-14.403292181069965,836.0,live,$2-5
Razorgrass Ambush,0.36,0.49,0.15,36.11111111111112,-58.333333333333336,1096.0,live,$0-1
Leo's Katana - Sword of Sinew and Steel (Borderless),3.17,2.29,2.05,-27.7602523659306,-35.33123028391167,792.0,live,$2-5
Seat of the Synod,0.8,1.49,0.61,86.25,-23.750000000000007,1156.0,live,$0-1
"Taskmaster, Mercenary Mimic (Extended Art)",2.2,2.79,1.04,26.81818181818181,-52.727272727272734,781.0,live,$2-5
Monstrous Vortex,0.41,0.39,0.15,-4.878048780487796,-63.41463414634146,919.0,live,$0-1
Brokers Hideout,1.21,1.79,0.61,47.93388429752067,-49.58677685950413,851.0,live,$1-2
It That Heralds the End,0.42,0.59,0.15,40.47619047619048,-64.28571428571429,1034.0,live,$0-1
Bojuka Bog,1.81,2.29,1.03,26.519337016574585,-43.0939226519337,996.0,live,$1-2
"Tinybones, Bauble Burglar",1.32,1.29,0.44,-2.2727272727272747,-66.66666666666667,798.0,live,$1-2
Octopus Form,0.22,0.35,0.15,59.09090909090908,-31.818181818181824,1111.0,live,$0-1
Maelstrom Artisan,0.24,0.49,0.15,104.16666666666669,-37.5,1119.0,live,$0-1
Firebending Student,0.35,0.99,0.15,182.8571428571429,-57.14285714285714,927.0,live,$0-1
"Carnage, Crimson Chaos (Borderless)",3.21,2.99,1.12,-6.853582554517127,-65.10903426791276,821.0,live,$2-5
Planar Incision,0.38,1.29,0.26,239.47368421052636,-31.57894736842105,928.0,live,$0-1
"Ajani, Nacatl Pariah",9.44,13.99,7.99,48.19915254237289,-15.360169491525417,921.0,live,$5-10
Tibalt's Trickery,9.85,17.99,10.42,82.63959390862942,5.786802030456856,734.0,live,$5-10
Vandalblast,1.52,2.29,1.23,50.6578947368421,-19.07894736842105,819.0,live,$1-2
Coastal Peak,0.32,0.49,0.15,53.12499999999999,-53.125,1317.0,live,$0-1
Famished Worldsire,2.75,4.49,2.6,63.27272727272728,-5.454545454545452,740.0,live,$2-5
Swamp,1.73,1.99,0.5,15.028901734104046,-71.09826589595376,2504.0,live,$1-2
The One Ring (Borderless) (LTR Bundle),88.96,129.99,125.02,46.12185251798564,40.53507194244605,739.0,live,$50-100
Summon: Yojimbo,1.12,2.49,1.04,122.32142857142856,-7.142857142857148,1699.0,live,$1-2
Cultivate,0.4,0.99,0.35,147.5,-12.50000000000001,1258.0,live,$0-1
Political Triumph,0.22,0.35,0.15,59.09090909090908,-31.818181818181824,1753.0,live,$0-1
Dark Ritual,4.39,4.49,2.08,2.277904328018236,-52.61958997722095,901.0,live,$2-5
Reckoner's Bargain,1.43,2.49,0.78,74.12587412587415,-45.45454545454545,1575.0,live,$1-2
Devoted Druid,0.39,1.29,0.36,230.76923076923077,-7.692307692307699,1564.0,live,$0-1
Sanguine Bond,5.84,6.49,5.5200000000000005,11.130136986301377,-5.479452054794511,883.0,live,$5-10
Maskwood Nexus,0.97,2.29,1.17,136.08247422680412,20.61855670103093,1066.0,live,$0-1
Hedge Maze,10.27,16.99,9.27,65.43330087633883,-9.737098344693282,791.0,live,$10-20
March of Swirling Mist,3.73,6.49,3.78,73.9946380697051,1.340482573726537,778.0,live,$2-5
Erebor Flamesmith,0.36,0.99,0.3,175.0,-16.666666666666664,1101.0,live,$0-1
Abundant Countryside,3.05,4.99,2.76,63.6065573770492,-9.508196721311476,1525.0,live,$2-5
Fangs of Kalonia,0.32,0.49,0.15,53.12499999999999,-53.125,890.0,live,$0-1
Battlefield Forge,0.34,0.79,0.18,132.35294117647058,-47.05882352941177,1034.0,live,$0-1
All That Glitters (Borderless),0.39,1.29,0.4,230.76923076923077,2.5641025641025665,803.0,live,$0-1
Mechanized Production (Borderless),4.4,3.99,2.05,-9.318181818181822,-53.40909090909092,734.0,live,$2-5
Decanter of Endless Water (Showcase),2.51,4.49,2.56,78.88446215139444,1.9920318725099708,913.0,live,$2-5
Narset's Reversal,2.57,3.99,2.28,55.25291828793776,-11.284046692607005,804.0,live,$2-5
"Susur Secundi, Void Altar",3.56,6.49,2.88,82.30337078651687,-19.101123595505623,774.0,live,$2-5
Call Damage Control,0.21,0.35,0.15,66.66666666666666,-28.57142857142857,1760.0,live,$0-1
Ashling's Command,0.54,0.79,0.26,46.29629629629629,-51.85185185185185,904.0,live,$0-1
"Splinter, the Mentor (0003) (Borderless)",2.16,4.99,0.78,131.0185185185185,-63.88888888888889,1193.0,live,$2-5
Ornithopter,0.32,0.69,0.16,115.62499999999996,-50.0,1918.0,live,$0-1
Mycoloth,0.39,0.99,0.25,153.84615384615384,-35.8974358974359,1225.0,live,$0-1
Plumb the Forbidden,0.34,0.79,0.19,132.35294117647058,-44.117647058823536,1008.0,live,$0-1
Glint-Horn Buccaneer,8.59,13.99,7.38,62.86379511059372,-14.086146682188591,718.0,live,$5-10
"Zul Ashur, Lich Lord",0.68,1.49,0.15,119.11764705882352,-77.94117647058823,802.0,live,$0-1
Nomad Outpost,0.3,0.69,0.15,129.99999999999997,-50.0,919.0,live,$0-1
"Ashling, Rekindled",1.02,0.99,0.43,-2.9411764705882377,-57.84313725490197,891.0,live,$1-2
Simic Ascendancy,0.49,1.49,0.31,204.08163265306123,-36.734693877551024,888.0,live,$0-1
"Eirdu, Carrier of Dawn",2.73,3.99,2.25,46.15384615384616,-17.58241758241758,754.0,live,$2-5
Seize the Day (Borderless),3.88,5.99,4.1,54.38144329896908,5.670103092783499,742.0,live,$2-5
"Wiccan, Rising Magician",0.22,0.35,0.15,59.09090909090908,-31.818181818181824,1358.0,live,$0-1
"Aziza, Mage Tower Captain",0.27,0.49,0.15,81.48148148148147,-44.44444444444445,850.0,live,$0-1
"Sting, the Glinting Dagger",3.29,4.99,3.19,51.671732522796354,-3.039513677811553,796.0,live,$2-5
"Katara, the Fearless",0.69,0.59,0.15,-14.492753623188404,-78.26086956521738,838.0,live,$0-1
Tithing Blade,0.53,0.69,0.26,30.188679245283,-50.943396226415096,1329.0,live,$0-1
Sulfurous Springs,1.18,2.29,1.19,94.06779661016952,0.8474576271186449,1348.0,live,$1-2
Armored Skyhunter,0.39,0.79,0.15,102.56410256410258,-61.53846153846154,1274.0,live,$0-1
Sanctum Weaver,3.65,6.49,3.64,77.80821917808221,-0.2739726027397202,725.0,live,$2-5
Armor Wars (Borderless),0.51,0.49,0.15,-3.921568627450984,-70.58823529411764,804.0,live,$0-1
Ignoble Hierarch,1.27,2.29,0.52,80.31496062992126,-59.055118110236215,1054.0,live,$1-2
Ethereal Armor,0.49,0.59,0.25,20.40816326530612,-48.97959183673469,1080.0,live,$0-1
"Hawkeye, Trick Shot (Borderless)",4.8,5.49,3.84,14.37500000000001,-20.0,709.0,live,$2-5
"Toph, the Blind Bandit",0.25,0.35,0.15,39.99999999999999,-40.0,930.0,live,$0-1
Scute Swarm,9.84,11.99,7.86,21.849593495934965,-20.12195121951219,741.0,live,$5-10
Cosmic Spider-Man,3.96,2.99,1.81,-24.494949494949488,-54.292929292929294,796.0,live,$2-5
Swords to Plowshares,1.52,2.49,1.25,63.81578947368423,-17.763157894736842,1077.0,live,$1-2
Corrupted Conviction,2.04,1.79,0.2,-12.254901960784313,-90.19607843137256,847.0,live,$2-5
Great Furnace,2.35,3.99,2.6,69.7872340425532,10.638297872340424,1051.0,live,$2-5
The Ruinous Wrecking Crew,0.32,0.49,0.15,53.12499999999999,-53.125,1132.0,live,$0-1
Curiosity,0.8,1.79,0.41,123.75,-48.75000000000001,882.0,live,$0-1
"Niv-Mizzet, Visionary",6.45,9.49,5.37,47.13178294573643,-16.74418604651163,745.0,live,$5-10
"Takenuma, Abandoned Mire",12.53,16.99,9.37,35.59457302474062,-25.219473264166005,711.0,live,$10-20
Unnatural Growth,4.35,4.49,2.5,3.218390804597714,-42.5287356321839,803.0,live,$2-5
Groundchuck & Dirtbag,0.58,0.49,0.15,-15.51724137931034,-74.13793103448275,951.0,live,$0-1
Viscera Seer,0.79,1.29,0.32,63.291139240506325,-59.493670886075954,816.0,live,$0-1
Blade of Selves,3.12,5.49,2.94,75.96153846153845,-5.769230769230775,821.0,live,$2-5
"Otawara, Soaring City",27.69,42.99,29.99,55.25460455037919,8.30624774286745,708.0,live,$20-50
Heroes in a Half Shell (0006) (Borderless),1.68,3.99,0.51,137.50000000000006,-69.64285714285714,1477.0,live,$1-2
Heroic Intervention (0079) (Borderless),8.13,13.99,9.69,72.07872078720786,19.1881918819188,761.0,live,$5-10
All That Glitters,0.74,1.29,0.41,74.32432432432434,-44.5945945945946,821.0,live,$0-1
"Jhoira, Weatherlight Captain",0.47,1.29,0.36,174.468085106383,-23.40425531914893,795.0,live,$0-1
Thought Vessel,3.53,3.99,2.8000000000000003,13.031161473087831,-20.6798866855524,843.0,live,$2-5
Omni-Changeling,0.31,0.39,0.15,25.80645161290323,-51.61290322580645,935.0,live,$0-1
Wave of Reckoning,0.44,0.49,0.15,11.36363636363636,-65.90909090909092,1432.0,live,$0-1
"Mysterio, Master of Illusion",0.41,0.49,0.15,19.512195121951223,-63.41463414634146,1019.0,live,$0-1
Pongify,1.73,4.49,1.67,159.53757225433526,-3.4682080924855523,889.0,live,$1-2
Charcoal Diamond,0.48,0.99,0.26,106.25,-45.83333333333333,1232.0,live,$0-1
Evolution Sage,2.91,3.49,2.08,19.93127147766323,-28.52233676975945,717.0,live,$2-5
Forensic Gadgeteer,1.79,3.49,1.28,94.97206703910616,-28.49162011173184,997.0,live,$1-2
Cultivate,0.47,0.79,0.35,68.08510638297875,-25.53191489361702,1014.0,live,$0-1
Thran Power Suit,0.9,1.79,1.54,98.88888888888889,71.11111111111111,1179.0,live,$0-1
Sol Ring,1.86,2.79,1.37,49.99999999999999,-26.344086021505376,1932.0,live,$1-2
Cover of Darkness,7.4,12.99,7.28,75.54054054054053,-1.621621621621623,704.0,live,$5-10
Ephemerate (Borderless),4.85,7.49,5.19,54.43298969072167,7.0103092783505305,806.0,live,$2-5
Moldervine Reclamation,0.34,0.35,0.19,2.9411764705882213,-44.117647058823536,981.0,live,$0-1
Ride the Shoopuf,0.34,0.39,0.15,14.705882352941172,-55.88235294117647,880.0,live,$0-1
Selfless Safewright,0.52,0.99,0.21,90.38461538461536,-59.61538461538463,896.0,live,$0-1
Foundry Inspector,0.36,1.29,0.34,258.33333333333337,-5.555555555555546,1300.0,live,$0-1
Silundi Vision,0.45,1.29,0.41,186.66666666666663,-8.888888888888896,847.0,live,$0-1
Karmic Guide,0.36,0.59,0.16,63.888888888888886,-55.55555555555556,1342.0,live,$0-1
Pongify,1.86,4.49,1.72,141.39784946236557,-7.526881720430113,808.0,live,$1-2
Plains (0253),0.32,0.49,0.15,53.12499999999999,-53.125,2173.0,live,$0-1
Final Act,0.38,0.59,0.15,55.26315789473684,-60.526315789473685,1285.0,live,$0-1
Helm of the Ghastlord,12.03,8.99,5.73,-25.27015793848711,-52.36907730673316,707.0,live,$10-20
Primal Vigor (Borderless),5.32,6.99,5.21,31.39097744360902,-2.0676691729323364,763.0,live,$5-10
Universal Automaton,0.73,0.99,0.41,35.61643835616439,-43.83561643835617,1019.0,live,$0-1
Black Market Connections,16.46,19.99,15.09,21.445929526123923,-8.323207776427708,697.0,live,$10-20
Blasphemous Act,0.9,1.79,0.68,98.88888888888889,-24.44444444444444,869.0,live,$0-1
"Yavimaya, Cradle of Growth",14.42,21.99,14.7,52.49653259361996,1.9417475728155296,709.0,live,$10-20
Caldera Pyremaw,0.38,1.29,0.15,239.47368421052636,-60.526315789473685,1333.0,live,$0-1
Carrion Feeder,4.51,5.99,3.26,32.81596452328161,-27.716186252771617,882.0,live,$2-5
"Songbird, Sonic Screamer",0.45,0.59,0.15,31.1111111111111,-66.66666666666667,1005.0,live,$0-1
Warstorm Surge,0.93,1.49,0.62,60.21505376344085,-33.333333333333336,979.0,live,$0-1
Llanowar Elves,0.35,0.69,0.15,97.14285714285714,-57.14285714285714,1273.0,live,$0-1
Sol Ring (0358),1.39,2.79,1.44,100.71942446043168,3.5971223021582768,1341.0,live,$1-2
Ruin Crab,1.69,1.99,0.78,17.751479289940832,-53.84615384615385,942.0,live,$1-2
"Black Panther, Wakandan King (Borderless)",4.26,5.49,3.41,28.87323943661973,-19.95305164319248,700.0,live,$2-5
Black Waltz No. 3,0.33,0.35,0.15,6.060606060606049,-54.54545454545456,842.0,live,$0-1
Roiling Vortex,1.45,2.79,0.97,92.41379310344828,-33.10344827586207,1050.0,live,$1-2
Steel Overseer,0.38,1.29,0.34,239.47368421052636,-10.52631578947368,1146.0,live,$0-1
Envoy of the Ancestors,0.34,0.49,0.15,44.11764705882352,-55.88235294117647,794.0,live,$0-1
"Inti, Seneschal of the Sun",2.39,2.99,1.95,25.104602510460257,-18.41004184100419,816.0,live,$2-5
Sol Ring (Showcase),6.28,5.49,5.98,-12.579617834394904,-4.777070063694264,761.0,live,$5-10
Lifestream's Blessing,0.87,1.79,0.71,105.7471264367816,-18.390804597701152,904.0,live,$0-1
Cori Mountain Monastery,1.07,2.79,0.51,160.74766355140187,-52.33644859813084,1123.0,live,$1-2
Feed the Swarm,0.27,0.49,0.15,81.48148148148147,-44.44444444444445,1210.0,live,$0-1
Nibelheim Aflame,4.28,6.49,3.5,51.63551401869159,-18.224299065420567,707.0,live,$2-5
Return the Favor,0.47,0.59,0.15,25.53191489361702,-68.08510638297872,845.0,live,$0-1
Spirit Water Revival,0.96,1.79,0.26,86.45833333333334,-72.91666666666666,808.0,live,$0-1
Forest (0278),0.33,0.99,0.15,199.99999999999997,-54.54545454545456,1763.0,live,$0-1
Electrodominance,0.42,1.49,0.34,254.7619047619048,-19.04761904761904,908.0,live,$0-1
Coastal Piracy,0.43,0.99,0.25,130.2325581395349,-41.860465116279066,814.0,live,$0-1
Relic of Legends,1.25,1.99,1.21,59.2,-3.200000000000003,867.0,live,$1-2
Curiosity Crafter,0.35,0.79,0.15,125.71428571428574,-57.14285714285714,1065.0,live,$0-1
Ioreth of the Healing House,0.36,0.79,0.15,119.44444444444446,-58.333333333333336,874.0,live,$0-1
Mystical Dispute,0.92,0.99,0.36,7.608695652173908,-60.86956521739131,1309.0,live,$0-1
Mirror Box,5.34,6.49,4.09,21.535580524344574,-23.408239700374533,752.0,live,$5-10
Captain America's Shield (Borderless) (0317),6.46,7.49,4.2700000000000005,15.944272445820436,-33.90092879256965,696.0,live,$5-10
Kozilek's Unsealing,0.46,0.39,0.15,-15.217391304347828,-67.3913043478261,871.0,live,$0-1
Eddie Brock,3.33,3.49,1.82,4.804804804804809,-45.34534534534534,773.0,live,$2-5
"Tamiyo, Inquisitive Student",16.24,24.99,13.57,53.8793103448276,-16.440886699507377,977.0,live,$10-20
Obelisk Spider,3.11,4.49,2.86,44.37299035369776,-8.038585209003216,761.0,live,$2-5
Chaos Warp,0.36,0.99,0.25,175.0,-30.555555555555557,1099.0,live,$0-1
"Syr Konrad, the Grim",1.03,1.79,0.76,73.7864077669903,-26.21359223300971,799.0,live,$1-2
Birds of Paradise,8.07,13.99,9.1,73.35811648079306,12.763320941759597,1082.0,live,$5-10
Underworld Breach,10.45,11.99,8.63,14.736842105263168,-17.41626794258372,688.0,live,$10-20
Hit the Mother Lode,0.82,0.79,0.54,-3.658536585365844,-34.14634146341463,836.0,live,$0-1
Ruinous Ultimatum,0.43,1.29,0.37,200.00000000000009,-13.953488372093023,877.0,live,$0-1
Dazzling Angel (0009),0.33,0.39,0.15,18.18181818181818,-54.54545454545456,1042.0,live,$0-1
"Hulk, Gamma Goliath",0.25,0.35,0.15,39.99999999999999,-40.0,903.0,live,$0-1
Essence Flux,1.35,2.99,1.03,121.48148148148148,-23.703703703703702,756.0,live,$1-2
Nettlecyst,3.12,4.99,2.52,59.93589743589743,-19.230769230769237,707.0,live,$2-5
Elder Gargaroth,1.41,2.79,1.16,97.87234042553192,-17.73049645390071,1003.0,live,$1-2
Steam Vents,11.46,16.99,11.34,48.2547993019197,-1.0471204188481762,836.0,live,$10-20
Burnt Offering,1.51,0.99,0.77,-34.437086092715234,-49.00662251655629,952.0,live,$1-2
Smuggler's Surprise,4.23,5.49,3.65,29.787234042553184,-13.711583924349894,737.0,live,$2-5
Fear of Missing Out,2.3,3.99,1.82,73.47826086956523,-20.86956521739129,822.0,live,$2-5
Conciliator's Duelist,0.27,0.49,0.15,81.48148148148147,-44.44444444444445,926.0,live,$0-1
"Galactus, Devourer of Worlds",6.05,8.99,5.5600000000000005,48.59504132231406,-8.099173553718996,748.0,live,$5-10
Dryad of the Ilysian Grove,10.65,9.49,8.74,-10.892018779342724,-17.934272300469484,773.0,live,$10-20
Exotic Orchard,0.35,0.59,0.17,68.57142857142857,-51.42857142857142,894.0,live,$0-1
Brass Infiniscope,0.28,0.49,0.15,74.99999999999997,-46.42857142857144,996.0,live,$0-1
Defend the Rider,0.8,2.29,0.79,186.25,-1.250000000000001,1042.0,live,$0-1
Bojuka Bog,1.04,1.99,1.04,91.34615384615384,0.0,1105.0,live,$1-2
"Page, Loose Leaf",0.25,0.35,0.15,39.99999999999999,-40.0,1634.0,live,$0-1
Sunken Hollow,0.37,0.59,0.2,59.45945945945945,-45.94594594594594,908.0,live,$0-1
Ka-Zar of the Savage Land,0.24,0.35,0.15,45.83333333333333,-37.5,918.0,live,$0-1
Island (0279),0.3,0.49,0.15,63.33333333333334,-50.0,2520.0,live,$0-1
Myriad Landscape,0.36,0.59,0.25,63.888888888888886,-30.555555555555557,1105.0,live,$0-1
Venerated Rotpriest,2.97,4.99,2.59,68.01346801346801,-12.794612794612808,821.0,live,$2-5
Emet-Selch of the Third Seat,0.35,0.49,0.16,40.00000000000001,-54.285714285714285,1563.0,live,$0-1
Blur,0.39,0.99,0.36,153.84615384615384,-7.692307692307699,1216.0,live,$0-1
Sol Ring (0356),1.4,2.79,1.49,99.2857142857143,6.428571428571435,1265.0,live,$1-2
Coercive Impetus,0.34,0.49,0.15,44.11764705882352,-55.88235294117647,921.0,live,$0-1
Second Harvest,4.89,4.99,4.0600000000000005,2.0449897750511354,-16.97341513292432,758.0,live,$2-5
High Tide,2.29,1.29,1.02,-43.66812227074236,-55.45851528384279,742.0,live,$2-5
Kindred Summons,0.56,1.99,0.53,255.35714285714283,-5.357142857142862,1185.0,live,$0-1
